name,price,used_for,transmission,colour,make_year,mileage,engine_cc,fuel,kilometer_run,warranty,types
Tata sumo gold urgent on the (Tata),12.0,personal,Manual,Unknown,2009.0,20.0,1500.0,Diesel,172127.0,No Warranty,Sedan
2019 airbag with abs breck sell (Maruti Suzuki),27.25,personal,Manual -  2WD,Unknown,2019.0,15.0,1080.0,Petrol,71448.0,No Warranty,Sedan
WagonR 2018 full fresh on sale (Maruti Suzuki),18.5,3 yrs,Manual 2WD,Other,2018.0,17.0,1000.0,Petrol,65000.0,No Warranty,Sedan
i20 sportz 2013 (Hyundai),17.5,personal,Manual -  2WD,Other,2013.0,13.0,1500.0,Petrol,45.0,No Warranty,Sedan
Bolero Maxitruck (Mahindra),12.0,Groceries wholesale,Manual 2WD,Brown,2017.0,16.0,2523.0,Diesel,100000.0,No Warranty,SUV
SUZUKI ALTO (Maruti Suzuki),15.75,4 YEARS,Manual 2WD,Other,2018.0,18.0,800.0,Petrol,46333.0,No Warranty,Hatchback
Enjoy the best rates.Car on sale! (Other Brands),3.5,2years,Auto 2WD,Black,2004.0,10.0,1600.0,Petrol,90819.0,No Warranty,Sedan
Hyundai I20 Active S 2018 (Full Option) (Hyundai),30.75,Personal Use,Manual 2WD,Silver,2018.0,15.0,1197.0,Petrol,32000.0,No Warranty,Sedan
Hyundai Santro full option car 2007 model for sale (Hyundai),115.0,personal,Manual 2WD,Silver,2007.0,15.0,1100.0,Petrol,73000.0,No Warranty,Sedan
Volkswagen polo 1.6 highline 2014 for sale (Volkswagen),21.5,personal,Manual 2WD,Red,2014.0,15.0,1600.0,Petrol,42000.0,No Warranty,Sedan
Honda Amaze smt 2015 model car for sale (Honda),185.0,personal,Manual 2WD,Blue,2015.0,15.0,1200.0,Petrol,45000.0,No Warranty,Sedan
Hyundai accent (Hyundai),7.75,around 2 years,Manual -  2WD,Silver,2003.0,15.0,1500.0,Petrol,102500.0,no,Sedan
Hyundai Creta E+ 2019 model for sale (Hyundai),40.0,personal,Manual 2WD,White,2019.0,15.0,1600.0,Petrol,20000.0,No Warranty,Sedan
Toyota Corolla LX 2007 single hand (Toyota),15.75,personal,Manual -  2WD,Blue,2007.0,15.0,1497.0,Petrol,65000.0,No Warranty,Sedan
Hyundai Tucson 2009 ko bikima akdam milauara dinxu (Hyundai),19.99999,personal,Auto -  4WD,Silver,2009.0,12.0,1990.0,Diesel,70000.0,No Warranty,Sedan
ALTO 2009 for sale (Maruti Suzuki),8.7,personal,Manual 2WD,Other,2009.0,16.0,800.0,Petrol,57000.0,No Warranty,Hatchback
Suzuki | Dzire VXi | 2018 | Sedan (Maruti Suzuki),24.5,Private Use,Manual 2WD,Silver,2018.0,12.0,1200.0,Petrol,44000.0,No Warranty,Sedan
Creta 2017 On sale (Hyundai),37.5,Sometime,Auto 4WD,White,2017.0,50.0,1080.0,Petrol,65000.0,No,Sedan
Maruti Suzuki Celerio VXi (Maruti Suzuki),15.85,Personal Use,Manual -  2WD,Red,2014.0,15.0,1200.0,Petrol,26000.0,No Warranty,Sedan
Suzuki swift 2017 ZXI on sale. (Maruti Suzuki),24.0,personal,Manual 2WD,Other,2017.0,16.0,1197.0,Petrol,26000.0,no,Sedan
i20 Active S 2018 (Hyundai),30.75,personal,Manual -  2WD,Other,2018.0,14.0,1200.0,Petrol,37000.0,No Warranty,Sedan
Nissan Terrano 2018 Brand New (Nissan),37.5,personal,Manual -  2WD,Silver,2018.0,15.0,1080.0,Petrol,5000.0,No Warranty,Sedan
Hyundai getz 2008model (Hyundai),9.5,personal,Manual -  2WD,Blue,2008.0,15.0,1400.0,Petrol,81000.0,No Warranty,Sedan
Swift Dzire Vxi (Maruti Suzuki),16.0,personal,Manual 2WD,Silver,2011.0,18.0,1200.0,Petrol,50000.0,No Warranty,Sedan
i 10 sports 2010 sale 9813994422 fulopson.1.2fresh (Hyundai),14.35,onhand,Manual -  2WD,Other,2010.0,18.0,1200.0,Petrol,55700.0,yes,Sedan
Breeza zdi 2016 sell or exchange with pickups (Maruti Suzuki),30.5,Personal use,Manual 2WD,White,2016.0,50.0,1250.0,Diesel,55000.0,no,Sedan
santro (Hyundai),8.5,personal,Manual -  2WD,Blue,2004.0,15.0,1200.0,Petrol,55.0,No Warranty,Sedan
Kia Soul EV 2017 on sale (Kia),39.9,4 years,Auto 2WD,White,2017.0,9.0,0.0,Electric,42000.0,No Warranty,Hatchback
santro (Hyundai),9.5,personal,Manual -  2WD,Red,2005.0,15.0,1200.0,Petrol,45.0,No Warranty,Sedan
Grand I10 Nios Magna 2021 Model On Sale (Hyundai),29.5,personal,Manual -  2WD,Silver,2021.0,17.0,1197.0,Petrol,19000.0,No Warranty,Sedan
Sell (Hyundai),26.5,Office,Manual 2WD,Silver,2016.0,15.0,1080.0,Petrol,38000.0,No,Sedan
2008 Model loadking super nissan on sale (Mahindra),6.0,personal,Manual -  2WD,Blue,2008.0,16.0,2600.0,Diesel,233556.0,No Warranty,SUV
Excellent 2012 cheverolet uva 1.2 with airbags abs (Chevrolet),10.25,9 years,Manual 2WD,Silver,2012.0,14.0,1200.0,Petrol,43000.0,No Warranty,Sedan
tata super ace good condition n looks good (Tata),8.0,normal trip n lit trip,Auto -  2WD,White,2012.0,15.0,1399.0,Diesel,70000.0,no warranty,Sedan
Hyundai Creta (Hyundai),56.0,personal,Manual -  2WD,White,2021.0,15.0,1500.0,Petrol,19000.0,No Warranty,Sedan
Like brand new car on sale (Nissan),42.6,1 month,Manual 2WD,Silver,2023.0,20.0,1000.0,Petrol,3000.0,No,Sedan
FORD FIGO TITANIUM 2013 WELL IN CONDITION FUE RUN (Ford),12.75,personal,Manual -  2WD,Red,2013.0,15.0,1196.0,Petrol,21000.0,No Warranty,Sedan
Maruti suzuki Alto Car 800 LXI 2014 model on sell. (Maruti Suzuki),10.0,Self purposes,Manual 2WD,Silver,2014.0,23.0,796.0,Petrol,149000.0,No Warranty,Hatchback
Sumo 2018 (Tata),16.0,private,Manual -  2WD,Unknown,2018.0,16.0,3000.0,Diesel,50700.0,No Warranty,SUV
KIA Sportage AWD in mint condition for urgent sale (Kia),30.5,personal,Manual 4WD,White,2011.0,14.0,1998.0,Petrol,58010.0,No Warranty,Sedan
i10 ERA-Urgent Sell (Hyundai),12.5,13 years,Manual -  2WD,Other,2009.0,12.0,1098.0,Petrol,65000.0,No,Sedan
Hyundai Tucson 2009 Model On Sell (Hyundai),20.75,personal,Auto -  2WD,Unknown,2009.0,15.0,1200.0,Petrol,181160.0,No Warranty,Sedan
For sale 2017 model ecosport ambient petrol (Ford),18.5,personal,Manual 2WD,White,2017.0,15.0,1500.0,Petrol,43000.0,No Warranty,Sedan
Tata Truck -- White & Black color (Tata),19.0,5,Manual,Unknown,2017.0,20.0,1350.0,Diesel,100000.0,No Warranty,Sedan
Mahindra Bolero Single Cab Pickup 1.5 TPS 2018 (Mahindra),15.75,personal,Manual 2WD,White,2018.0,16.0,2523.0,Diesel,29594.0,No Warranty,SUV
Datsun Redigo (Datsun),13.5,1.5 year,Manual -  2WD,Silver,2018.0,17.0,1000.0,Petrol,42000.0,No Warranty,Sedan
Suzuki | Baleno Delta | 2017 | Hatchback (Hyundai),20.25,Private Use,Manual 2WD,Other,2017.0,12.0,1200.0,Petrol,55000.0,No Warranty,Sedan
Suzuki | Wagon R VXi | 2021 | Hatchback (Maruti Suzuki),23.5,Private Use,Manual 2WD,Other,2021.0,14.0,1200.0,Petrol,13000.0,No Warranty,Sedan
HYUNDAI CRETA SX+ 2016 FULLY LOADED VEHICLE (Hyundai),33.75,personal,Manual -  2WD,White,2016.0,15.0,1591.0,Petrol,42097.0,No Warranty,Sedan
Scorpio Pickup s10 2019 with Finance (Mahindra),35.0,personal,Auto -  4WD,Silver,2019.0,20.0,1350.0,Diesel,50000.0,No Warranty,Sedan
Made in Japan and Malaysia assembled car on sale (Perodua),8.75,13,Manual 2WD,White,2008.0,18.0,1000.0,Petrol,70000.0,No Warranty,Sedan
Celerio VXI 2017 (Maruti Suzuki),19.5,5,Manual,Other,2017.0,18.0,998.0,Petrol,41461.0,Na,Hatchback
Kia van (Kia),10.0,delivery,Auto -  2WD,Black,2001.0,8.0,2000.0,Diesel,80000.0,non,Sedan
Kia van (Kia),4.0,10,Auto -  2WD,Black,2001.0,8.0,2000.0,Diesel,80000.0,No Warranty,Sedan
Suzuki Dzire Zxi + (Maruti Suzuki),27.0,Hospital - Home purpose,Manual 2WD,Silver,2017.0,50.0,1200.0,Petrol,51000.0,No Warranty,Sedan
Suzuki | Swift ZXi | 2018 | Hatchback (Maruti Suzuki),26.0,Private Use,Manual 2WD,Other,2018.0,12.0,1200.0,Petrol,35000.0,No Warranty,Sedan
Nissan Navara SL 2019 model with Canopy (Nissan),60.0,personal,Manual -  4WD,White,2019.0,16.0,2500.0,Diesel,57026.0,No Warranty,Sedan
Baleno Delta 2017 (Maruti Suzuki),22.5,family,Manual -  2WD,Unknown,2017.0,15.0,1200.0,Petrol,32000.0,No Warranty,Sedan
Maruti Suzuki zxi (Maruti Suzuki),19.9,personal,Auto -  2WD,Other,2013.0,15.0,1197.0,Petrol,71500.0,No Warranty,Sedan
Kia Sonet HTE (Kia),37.9,personal,Manual -  4WD,White,2023.0,15.0,1200.0,Petrol,9999.0,No Warranty,Sedan
Maruti Suzuki Swift Dzire Vxi - silky silver (Maruti Suzuki),27.0,Tourist,Manual 2WD,Silver,2019.0,15.0,1197.0,Petrol,27000.0,No Warranty,Sedan
Santro xing 2007 (Hyundai),10.75,personal,Auto 2WD,Black,2007.0,14.0,1086.0,Petrol,57000.0,No Warranty,Sedan
TATA Super Ace (Tata),5.5,Flex Printing company,Manual 2WD,White,2013.0,20.0,1400.0,Diesel,101893.0,No,Sedan
single hand honda city (Honda),13.0,14years,Manual 2WD,Other,2008.0,10.0,1599.0,Petrol,1350000.0,No Warranty,Sedan
Renault Kwid Automatic 2017 model (Renault),15.5,personal,Auto -  2WD,Silver,2017.0,50.0,999.0,Petrol,15000.0,No Warranty,Hatchback
i20 good condition for sell (Hyundai),16.4,personal,Auto 2WD,Other,2010.0,14.0,1200.0,Petrol,65000.0,No Warranty,Sedan
Jeep Compass Limited + 2020 (Jeep),89.0,personal,Manual 4WD,White,2020.0,20.0,1956.0,Diesel,35000.0,No Warranty,Sedan
Renault kwid 1.0 rxt for sale (Renault),14.99999,6 years,Manual -  2WD,Other,2017.0,15.0,1000.0,Petrol,32000.0,no,Sedan
bhansar ko que ko gadi urgent sale (Mahindra),14.5,personal,Manual 2WD,Red,2012.0,14.0,900.0,Diesel,81000.0,No Warranty,Hatchback
Mahendra Scorpio S5 (2.2) (Mahindra),42.0,personal,Manual 4WD,Silver,2018.0,12.0,2179.0,Diesel,58000.0,no,Sedan
Proton Wira Good condition car 2005 model Malaysia (Other Brands),6.25,personal,Manual -  4WD,Black,2005.0,15.0,1468.0,Petrol,6278.0,No Warranty,Sedan
"Ford India, Eco Sport (Ford)",22.0,personal,Manual 2WD,Other,2013.0,20.0,1498.0,Diesel,0.0,No Warranty,Sedan
Scorpio (Mahindra),22.0,Personal,Manual 2WD,White,2012.0,16.0,2179.0,Diesel,180000.0,No,Sedan
New Nissan Magnite XE 2022 (BRAND NEW DEAL) (Nissan),27.5,personal,Manual 2WD,Red,2022.0,18.0,999.0,Petrol,10000.0,No Warranty,Hatchback
Tata Ace Hatti Gadi (Tata) (Tata) (Tata),10.99999,Company,Auto 2WD,Blue,2021.0,23.0,1200.0,Diesel,8000.0,no,Sedan
Toyata (Toyota),23.0,personal,Auto -  4WD,Unknown,2020.0,25.0,1260.0,Hybrid,43323.0,No Warranty,Sedan
maruti 2010 taxi (Maruti Suzuki),15.0,personal,Auto -  2WD,White,2010.0,18.0,800.0,Petrol,212645.0,No Warranty,Hatchback
Toyota car (Toyota),1.5,Home,Manual 2WD,White,1993.0,16.0,1900.0,Diesel,100000.0,No,Sedan
Tata manza car sale and exchange (Toyota),8.5,Home 🏡,Manual 2WD,White,2012.0,16.0,15.0,Diesel,60000.0,No,Hatchback
Urgent sell maruti 800 (Maruti Suzuki),2.4,personal,Manual 2WD,Unknown,1999.0,15.0,1200.0,Petrol,268176.0,No Warranty,Sedan
Eon era plus 2016 (Hyundai),14.0,personal,Manual -  2WD,Other,2016.0,19.0,800.0,Petrol,42000.0,No Warranty,Hatchback
Brezza 1.5 petrol zxi+ 2021 (Maruti Suzuki),40.75,personal,Manual -  2WD,Silver,2021.0,16.0,1500.0,Petrol,12000.0,No Warranty,Sedan
Cargo Van On sale (Tata),6.5,Delivery,Auto -  2WD,Gray,2017.0,20.0,800.0,Diesel,70000.0,No Warranty,Hatchback
Hyundai i10 asta grand 2018 push button start (Hyundai),25.75,personal,Manual 2WD,Silver,2018.0,15.0,1200.0,Petrol,32000.0,No Warranty,Sedan
Hyundai i10 grand magna 2014 48000 km (Hyundai),18.5,personal,Manual 2WD,Gray,2014.0,15.0,1200.0,Petrol,48000.0,No Warranty,Sedan
Single handed Cargo van on sale (Maruti Suzuki),7.4,personal,Auto 2WD,White,2018.0,18.0,800.0,Petrol,17000.0,No Warranty,Hatchback
Hyundai Ix35 Crdi (Hyundai),37.25,personal,Manual -  4WD,Silver,2011.0,12.0,2000.0,Diesel,36091.0,No Warranty,Sedan
Naza Forza 2008 Model (Other Brands),6.0,Home and office,Manual 2WD,Silver,2008.0,12.0,4.0,Petrol,194164.0,No Warranty,Hatchback
2022 Mahindra Scorpio S5 4WD for sale or exchange (Mahindra),53.0,personal,Manual 4WD,White,2022.0,15.0,1080.0,Petrol,7500.0,No Warranty,Sedan
Hiace for sale 2015 model (Toyota),39.0,Commercial purposes,Manual 2WD,White,2015.0,12.0,2800.0,Diesel,121155.0,No Warranty,SUV
Mahendra bolero pickup truck (Mahindra),14.5,personal,Manual -  4WD,Gray,2017.0,16.0,2500.0,Diesel,42000.0,No Warranty,Sedan
Bolero maxitruck (Mahindra),16.75,personal,Auto -  4WD,White,2019.0,16.0,2500.0,Diesel,56000.0,No Warranty,Sedan
2010 Model I10 Magna 1.2 New Shape On Sale (Hyundai),14.65,12 Years,Manual -  2WD,Silver,2010.0,20.0,1200.0,Petrol,60000.0,A,Sedan
Honda City 2004 (Honda),7.99999,personal,Manual -  2WD,Other,2004.0,15.0,1498.0,Petrol,108000.0,No Warranty,Sedan
Hyundai grand i10 (Hyundai),24.5,2 years,Manual -  2WD,Silver,2020.0,50.0,1200.0,Petrol,26500.0,No Warranty,Sedan
Well maintained car. Everything is fine. Single ha (Hyundai),19.25,6 years,Manual 2WD,Blue,2015.0,15.0,1200.0,Petrol,60000.0,No,Sedan
VW Polo 2014 Highline 1200 (Renault),19.5,7,Manual 2WD,Other,2014.0,50.0,1200.0,Petrol,60000.0,No Warranty,Sedan
Hyundai i10 magna 2014 (Hyundai),17.5,personal,Manual -  2WD,Silver,2014.0,15.0,1200.0,Petrol,93000.0,No Warranty,Sedan
nissan xtrail 2007 model for sale or exchange (Nissan),24.5,private use,Auto -  4WD,Other,2007.0,13.0,2200.0,Diesel,60000.0,no warenty,Sedan
